work_location,company,job_title,skills,id
" Ariana, Tunisia",Karizma Technology  · Stage,angular developer,"angular, agile methodology, software design patterns, apis",1818
" Sfax, Tunisia",CIS,administrative attaché in the it department,"security assessments, vulnerability management, security incident response, penetration testing, threat hunting",1819
" Sfax, Tunisia",PARKUS,network administrator,"cisco networking, lan/wan, firewalls, routing protocols, security",1820
 Tunisia,SPNetwork · Stage,engineer trainee,"java, python, c++, agile methodology, software design patterns",1821
 Tunisia,Groupe Chimique Tunisien · Stage,end of study project trainee,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1822
" Bizerte, Tunisia",FUTURE EYE TUNISIA · Stage,developer java jee,".net, c#, agile methodology, software design patterns, apis",1824
" Bizerte, Tunisia",SEM  · Stage,iot intern,"blockchain architecture, smart contracts, solidity, web3.js, ethereum",1825
"Soukra,  Ariana, Tunisia",The Linux Foundation,open source software development linux and git,"java, python, c++, agile methodology, software design patterns",1827
"Soukra,  Ariana, Tunisia",University of Alberta,software processes and agiles practices,"linux, windows server, virtualization, network administration, backup and recovery",1828
 Tunisia,Focus Corporation · ,sap support team manager,"product development, product strategy, market analysis, user research, roadmapping",1829
 Tunisia,Sagemcom Tunisie,team lead manager,"product development, product strategy, market analysis, user research, roadmapping",1830
 Tunisia,404 Found!,web applications developer,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",1831
 Tunisia,Focus Corporation · ,technical support engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1832
 Tunisia,Digital4Business,team manager,"product development, product strategy, market analysis, user research, roadmapping",1833
 Tunisia,Pifs,web developer,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",1834
 Tunisia,STI,software developer,"java, python, c++, agile methodology, software design patterns",1835
 Tunisia,Focus Corporation · ,technical support engineer sap bw,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1836
 Tunisia,Smart eTech · Stage,business intelligence analyst,"data warehousing, data mining, data visualization, sql, reporting tools, tableau, power bi, data warehousing, etl, business intelligence",1837
 Tunisia,Tunisie TradeNet · Stage,developer,"javascript, python, java, mysql, restful apis, html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js, java, swift, react native, ios development, android development, ios, android, swift, kotlin, mobile app design, python, tensorflow, pytorch, natural language processing nlp, computer vision, react, angular, vue.js, html, css, python, java, node.js, restful apis, database design, blockchain architecture, smart contracts, solidity, web3.js, ethereum, react, angular, html5, css3, cross-browser compatibility, unity, c#, game design, game physics, game engine optimization, java, python, c++, agile methodology, software design patterns, .net, c#, agile methodology, software design patterns, apis, angular, agile methodology, software design patterns, apis, java, springboot, agile methodology, software design patterns, apis",1838
 Tunisia,Focus Corporation · ,insurance quality engineer,"test automation, test planning, performance testing, agile testing, test case design",1839
 Tunisia,DMK Guinée · Temps partiel,community manager,"risk management, security compliance, security governance, incident response, security architecture",1840
 Tunisia,PLM Resources Company · ,software engineer intern,"java, python, c++, agile methodology, software design patterns	",1841
 Tunisia,ALCATEL SENEGAL · Stage,community manager,"risk management, security compliance, security governance, incident response, security architecture",1842
 Tunisia,PATISEN S.A. · Stage,computer network trainee,"cisco networking, lan/wan, firewalls, routing protocols, security",1843
Tunisia,Integration Objects · Stage,trading data analyst,"sql, excel, data analysis, data visualization, business intelligence bi, python, data warehousing, etl extract, transform, load, data modeling, data cleansing, data mining",1844
Tunisia,Maap Pr  · Stage,business intelligence consultant,"tableau, power bi, data warehousing, etl, business intelligence",1845
Tunisia,Digital Marketing Arts · Stage,business intelligence analyst,"data warehousing, data mining, data visualization, sql, reporting tools, tableau, power bi, data warehousing, etl, business intelligence",1846
Tunisia,AIESEC,international intern,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1847
"Paris, Île-de-France, France",OCTANS CONSULTING · ,qa test and validation engineer,"java, python, c++, agile methodology, software design patterns	",1848
"Paris, Île-de-France, France",New Access,software test analyst,"java, python, c++, agile methodology, software design patterns",1849
 Tunisia,Focus Corporation · ,developer fullstack spring boot angular,"angular, agile methodology, software design patterns, apis",1850
 Tunisia,Yess Consulting · ,end of studies internship in software engineering,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1851
 Tunisia,L'Office de l'Aviation Civile et des Aéroports (OACA)  · Stage,software engineering internship,"java, python, c++, agile methodology, software design patterns	",1852
 Tunisia,L'Office de l'Aviation Civile et des Aéroports (OACA)  · Stage,embedded and mobile system internship,"java, swift, react native, ios development, android development",1853
" Bizerte, Tunisia",Institut Supérieur d'Informatique · ,electronics teacher,"python, tensorflow, pytorch, data preprocessing, model tuning",1854
" Bizerte, Tunisia","National Engineering School of Tunis (ENIT), University of Tunis El Manar · ",researcher on linear electrical engine control,"deep learning, neural networks, natural language processing, computer vision, python",1855
 Tunisia,SQLI-Services · Stage,software development engineer,"java, python, c++, agile methodology, software design patterns\t",1856
"Tunis,  Tunisia",TLedger · ,laravel developer,"java, springboot, agile methodology, software design patterns, apis",1857
"Tunis,  Tunisia",Corilus · Stage,graduation internship,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1858
"Tunis,  Tunisia",Cloud Monsters Tunisia · Stage,salesforces intern,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1859
"Soukra,  Ariana, Tunisia",ENNAKL Automobiles,technician internship,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1860
"Soukra,  Ariana, Tunisia",ESPRO Junior Entreprise,business development manager,"product development, product strategy, market analysis, user research, roadmapping",1861
" Ariana, Tunisia",Focus Corporation · ,embedded software test engineer on behalf of continental aautomotive,"deep learning, neural networks, natural language processing, computer vision, python",1862
 Tunisia,Société Tunisienne de l'Electricité et du Gaz (STEG),technician internship,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1865
"Aix-en-Provence, Provence-Alpes-Côte d’Azur, France",Kounouz Publishing (Kounouz Editions),network and system administrator,"linux, windows server, virtualization, network administration, backup and recovery",1866
"Aix-en-Provence, Provence-Alpes-Côte d’Azur, France",Xtensus,research and development engineer,"java, python, c++, agile methodology, software design patterns	",1867
" Ariana, Tunisia",The Tunisian Company of Glassmaking (SOTUVER) · Stage,embedded system engineer,"linux, windows server, virtualization, network administration, backup and recovery",1868
France,Groupe SII · ,consultant cloud,"amazon web services aws, microsoft azure, google cloud platform gcp, infrastructure as code iac, networking",1869
France,Focus Corporation · Stage,cloud administrator,"cloud security architecture, security compliance, identity and access management iam, encryption, threat modeling",1870
France,Tunisie Télécom · Stage,initiation trainee,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1871
"Mongi Slim,  Ben Arous, Tunisia",Tunisie Télécom · Stage,network developer,"cisco networking, lan/wan, firewalls, routing protocols, security",1872
"Mongi Slim,  Ben Arous, Tunisia",GlobalNet Tunisie · Stage,network technician,"tcp/ip, cisco, firewalls, routing, switching",1873
"Mongi Slim,  Ben Arous, Tunisia",Tunisie Télécom · Stage,network operations center technician,"cisco networking, lan/wan, firewalls, routing protocols, security",1874
"Mongi Slim,  Ben Arous, Tunisia",UIB - Groupe Société Générale · Stage,developer,"javascript, python, java, mysql, restful apis, html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js, java, swift, react native, ios development, android development, ios, android, swift, kotlin, mobile app design, python, tensorflow, pytorch, natural language processing nlp, computer vision, react, angular, vue.js, html, css, python, java, node.js, restful apis, database design, blockchain architecture, smart contracts, solidity, web3.js, ethereum, react, angular, html5, css3, cross-browser compatibility, unity, c#, game design, game physics, game engine optimization, java, python, c++, agile methodology, software design patterns, .net, c#, agile methodology, software design patterns, apis, angular, agile methodology, software design patterns, apis, java, springboot, agile methodology, software design patterns, apis",1875
"Tunis,  Tunisia",Focus Corporation · ,system analyst,"requirements gathering, process modeling, systems analysis, data mapping, user acceptance testing uat, requirements gathering, use case analysis, systems design, process improvement, user acceptance testing",1876
"Vanves, Île-de-France, France",Focus Corporation · ,full stack stack developer angular,"javascript, python, java, mysql, restful apis",1877
 Tunisia,Netcom SA · ,networks and security engineer,"tcp/ip, cisco, firewalls, routing, switching",1878
 Tunisia,Tunisie Telecom · Stage,project graduation,"java, python, c++, agile methodology, software design patterns	",1879
 Tunisia,Entreprise Tunisienne d'Activités Pétrolières,technician trainee,"python, tensorflow, pytorch, data preprocessing, model tuning",1880
 Tunisia,Focus Corporation · ,software test analyst,"java, python, c++, agile methodology, software design patterns",1882
Tunisia,Win-IT,developer consultant,"java, springboot, agile methodology, software design patterns, apis",1888
"Doubaï, Émirats arabes unis",Micro Focus,regional sales manager,"product development, product strategy, market analysis, user research, roadmapping",1889
"Doubaï, Émirats arabes unis",Black Arrow Security System & Services W.L.L,account manager,"risk management, security compliance, security governance, incident response, security architecture",1890
Tunisia,TEDxCarthage,team manager,"product development, product strategy, market analysis, user research, roadmapping",1892
"Tunis,  Tunisia",IPS ( Industrie Pharmaceutique Said ) · ,quality and manufacturing agent,"test automation, test planning, performance testing, agile testing, test case design",1893
 Tunisia,Orange Tunisie · Stage,data analyst intern,"sql, excel, data analysis, data visualization, business intelligence bi, python, data warehousing, etl extract, transform, load, data modeling, data cleansing, data mining",1894
 Tunisia,TUNISAIR · Stage,data analyst intern,"sql, excel, data analysis, data visualization, business intelligence bi, python, data warehousing, etl extract, transform, load, data modeling, data cleansing, data mining",1895
 Tunisia,Focus Corporation · ,test engineer,"java, python, c++, agile methodology, software design patterns",1896
 Tunisia,Tunisie Télécom · ,quality analyst,"test automation, test planning, performance testing, agile testing, test case design",1897
"Doubaï, Émirats arabes unis",Micro Focus,regional sales manager,"product development, product strategy, market analysis, user research, roadmapping",1898
"Doubaï, Émirats arabes unis",Black Arrow Security System & Services W.L.L,account manager,"risk management, security compliance, security governance, incident response, security architecture",1899
" Ariana, Tunisia",Focus Corporation · ,software tester on behalf faurecia clarion electronics forvia,"java, swift, react native, ios development, android development",1900
" Ariana, Tunisia",Mobiserve Holding · ,rno test technician,"test automation, test planning, performance testing, agile testing, test case design",1901
" Ariana, Tunisia",Tunisie Télécom · Stage,technician internship,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1902
" Ariana, Tunisia",Yobitrust · Stage,full stack developer,"javascript, python, java, mysql, restful apis",1903
"El Menzah, Tunisia",FIS · Full-time,technical support engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1904
"El Menzah, Tunisia",PMI plastique machines industries,electromechanical engineer,"java, python, c++, agile methodology, software design patterns",1905
"El Menzah, Tunisia",BOUCHAMAOUI INDUSTRIES,end of study project for obtaining the national engineering diploma in electromechanics,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1906
"Ben Arous, Tunisia",FIS,senior network engineer,"tcp/ip, cisco, firewalls, routing, switching",1907
"Ben Arous, Tunisia",Groupe Magasin General,director system safety,"linux, windows server, virtualization, network administration, backup and recovery",1908
"Ben Arous, Tunisia",Sofrecom Tunisie,network administrator and system,"linux, windows server, virtualization, network administration, backup and recovery",1909
"Ben Arous, Tunisia",AXELOS Global Best Practice,itil foundation level,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1910
Tunisia,FIS · Full-time,technical support engineer specialist,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1911
Tunisia,Sarl TTSERVICES,project coordinator,"java, python, c++, agile methodology, software design patterns	",1912
Tunisia,Sarl INT TECHNOLOGIES,area sales engineer,"java, python, c++, agile methodology, software design patterns	",1913
"Ben Arous, Tunisia",FIS · Full-time,production support technician senior,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1915
Tunisia,FIS · Full-time,technical support engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1916
Tunisia,AXELOS Global Best Practice,itil foundation level,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1917
Tunisia,FIS · Full-time,support engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1918
Tunisia,FIS,senior quality analyst,"cybersecurity frameworks, threat intelligence, incident response, security operations center soc, siem",1920
Tunisia,Groupe Z,support engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1921
Tunisia,Optoo Groupe Zannier,support technique,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1922
Tunisia,FIS · Full-time,technical support engineer ii,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1923
Tunisia,Hébergement Web Canada · Full-time,web solution specialist,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",1924
"Ariana, Tunisia",FIS · Full-time,software quality assurance analyst,"test automation, test planning, performance testing, agile testing, test case design",1925
"Ariana, Tunisia",Centre d'Etude et de Recherche des Télécommunications · Internship,metrology intern,"linux, windows server, virtualization, network administration, backup and recovery",1926
"Ariana, Tunisia",Aerostanrew · Internship,quality assurance intern,"test automation, test planning, performance testing, agile testing, test case design",1927
"Ariana, Tunisia",Journée nationale de bénévolat,responsible for the national volunteer day,"risk management, security compliance, security governance, incident response, security architecture",1928
"Ben Arous, Tunisia",FIS · Full-time,java software engineer,".net, c#, agile methodology, software design patterns, apis",1929
"Courbevoie, Île-de-France, France",FIS,data scientist engineer,"python, sql, big data technologies e.g. hadoop, spark, data warehousing, etl extract, transform, load, spark, kafka, big data, data pipelines",1932
"Courbevoie, Île-de-France, France",IBM,big data developer mastery award,"hadoop, spark, nosql, data warehousing, data visualization",1933
"Darmstadt, Hesse, Germany",FIS,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",1934
"Darmstadt, Hesse, Germany",IBM,big data developer mastery award,"hadoop, spark, nosql, data warehousing, data visualization",1938
Tunisia,FIS · Full-time,software engineer technical coach,"java, python, c++, agile methodology, software design patterns",1939
Tunisia,VEGAGROUP · Full-time,full stack business intelligence software engineer,"javascript, python, java, mysql, restful apis",1940
Tunisia,Sopra HR Software · Internship,software engineer internship,"java, python, c++, agile methodology, software design patterns",1941
"Ariana, Tunisia",NeoXam Tunisie · Full-time,functional implementation consultant,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1942
"Ariana, Tunisia",FIS · Full-time,associate software developer,"java, python, c++, agile methodology, software design patterns",1943
Tunisia,ip-label group · Full-time,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",1947
"Courbevoie, Île-de-France, France",FIS,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",1948
"Courbevoie, Île-de-France, France",Tritux,engineer internship,"java, python, c++, agile methodology, software design patterns	",1949
"Kalâat el-Andalous, Ariana, Tunisia",iss,web developer,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",1950
Tunisia,Orange Tunisie · Internship,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",1951
Tunisia,CertiProf,scrum foundation professional certificate,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1952
Tunisia,HP · Full-time,fleet management engineer,"java, python, c++, agile methodology, software design patterns	",1953
"Paris, Île-de-France, France",Infolink group · Permanent,consultant technique infrastructure et virtualisation,"requirements gathering, process modeling, systems analysis, data mapping, user acceptance testing uat",1955
"Paris, Île-de-France, France",FIS · Full-time,senior system administrator fis,"linux, windows server, virtualization, network administration, backup and recovery",1956
"Paris, Île-de-France, France",PicoSoft,director systeme and security,"linux, windows server, virtualization, network administration, backup and recovery",1957
"El Menzah, Tunisia",Yuvo · Full-time,support engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1958
"El Menzah, Tunisia",Le Materiel · Full-time,logistics officer,"risk management, security compliance, security governance, incident response, security architecture",1959
Tunisia,FIS · Full-time,software development engineer,"java, python, c++, agile methodology, software design patterns\t",1960
Tunisia,FIS · Internship,software development engineer,"java, python, c++, agile methodology, software design patterns\t",1961
Tunisia,TRANSTU · Internship,electrical engineer,"tcp/ip, cisco, firewalls, routing, switching",1962
Tunisia,COFICAB Group · Internship,electrical engineer,"tcp/ip, cisco, firewalls, routing, switching",1963
"Grombalia, Nabeul, Tunisia",Sagemcom,computer engineer,"java, python, c++, agile methodology, software design patterns",1964
"Grombalia, Nabeul, Tunisia",FIS,project web,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",1965
Tunisia,AXE FINANCES · Full-time,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",1966
"Suresnes, Île-de-France, France",PENTABELL · Permanent,technical lead scrum master,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1967
"Suresnes, Île-de-France, France",FIS,software development engineer scrum master,"java, python, c++, agile methodology, software design patterns	",1968
"Suresnes, Île-de-France, France",PENTABELL,internship trainee,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1970
Tunisia,FIS · Internship,data science intern,"statistical analysis, machine learning, data visualization, python, sql, r, machine learning, data visualization, data mining, machine learning, data analysis, data visualization",1971
Tunisia,Just Smart,full stack developer,"javascript, python, java, mysql, restful apis",1972
Tunisia,Vneuron · Full-time,software integration engineer,"java, python, c++, agile methodology, software design patterns	",1973
"Nabeul, Tunisia",FIS · Internship,web development,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",1976
"Nabeul, Tunisia",Linedata · Internship,it services,"help desk, troubleshooting, remote desktop, active directory, hardware maintenance",1977
Tunisia,MS Solutions Group (Monetics Services Solutions) · Full-time,full stack engineer,"javascript, python, java, mysql, restful apis",1978
Tunisia,FIS · Full-time,technical support engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1979
"Nabeul, Nabeul, Tunisia",Urssaf Caisse nationale · Full-time,qa automation engineer,"java, python, c++, agile methodology, software design patterns	",1980
"Nabeul, Nabeul, Tunisia",Crédit Agricole Centre France · Full-time,qa automation engineer,"java, python, c++, agile methodology, software design patterns	",1981
"Nabeul, Nabeul, Tunisia",Faurecia,engineer insurance technico functional,"java, python, c++, agile methodology, software design patterns	",1982
"Nabeul, Nabeul, Tunisia",Maisonduwebツ · Internship,business intelligence intern,"tableau, power bi, data warehousing, etl, business intelligence",1983
"Nabeul, Nabeul, Tunisia",Maison du web · Internship,technical intern,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1984
"Nabeul, Nabeul, Tunisia","CBE, Nabeul · Internship",technical intern,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1985
"Puteaux, Île-de-France, France",BNP Paribas,senior infrastructure and certified vmware engineer dcv vcp,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",1986
"Puteaux, Île-de-France, France",Hewlett Packard Enterprise,it infrastructure consultant,"client management, project management, needs analysis, strategic planning, technical writing",1987
"Puteaux, Île-de-France, France",Hewlett Packard Enterprise,hp accredited technical professional server solutions v2,"test automation, test planning, performance testing, agile testing, test case design",1988
"Lille, Hauts-de-France, France",WordLine,development studies engineer,"java, python, c++, agile methodology, software design patterns	",1989
"Lille, Hauts-de-France, France",Atos · Permanent,engineer java j2ee development studies,"java, python, c++, agile methodology, software design patterns	",1990
"Lille, Hauts-de-France, France",FIS,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",1991
"Lille, Hauts-de-France, France",SAB - éditeur de progiciels pour les banques / Software solutions for banks,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",1992
"Lille, Hauts-de-France, France",Tunis International Bank,telecompupanting interbank system,"linux, windows server, virtualization, network administration, backup and recovery",1993
Netherlands,ASML · Full-time,software design engineer,"java, python, c++, agile methodology, software design patterns",1994
Netherlands,FIS · Full-time,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",1995
"Nouvelle Medina, Ben Arous, Tunisia",LittleBig Connection · Full-time,full stack developer,"javascript, python, java, mysql, restful apis",1998
"Nouvelle Medina, Ben Arous, Tunisia",FIS · Full-time,full stack developer,"javascript, python, java, mysql, restful apis",1999
"Nouvelle Medina, Ben Arous, Tunisia",LittleBIG Connection · Internship,full stack developer,"javascript, python, java, mysql, restful apis",2000
"Nouvelle Medina, Ben Arous, Tunisia",Sagemcom · Full-time,internship full stack,"javascript, python, java, mysql, restful apis",2001
Tunisia,Sagemcom,devops engineer,"automation, ci/cd, cloud computing, docker, python, elk stack, linux administration, scripting, continuous integration and deployment ci/cd, containerization, git, jenkins, kubernetes, configuration management, continuous integration, continuous delivery, configuration management, scripting",2003
Tunisia,JEMS · Full-time,devops consultant,"automation, ci/cd, cloud computing, docker, python, elk stack, linux administration, scripting, continuous integration and deployment ci/cd, containerization, git, jenkins, kubernetes, configuration management, continuous integration, continuous delivery, configuration management, scripting",2004
"Niort, Nouvelle-Aquitaine, France",MACIF MUTAVIE ASSURANCE VIE,java software engineer,".net, c#, agile methodology, software design patterns, apis",2005
"Niort, Nouvelle-Aquitaine, France",Lyreco France,java software engineer,".net, c#, agile methodology, software design patterns, apis",2006
"Niort, Nouvelle-Aquitaine, France",FIS,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2007
"Niort, Nouvelle-Aquitaine, France",Oracle,java standard edition 6 programmer certified professional,"java, python, c++, agile methodology, software design patterns",2008
Greater Paris Metropolitan Region,Sanofi,sap technical consultant,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2009
Greater Paris Metropolitan Region,Web developper,web developer,"html, css, javascript, php, content management systems cms, responsive design, javascript, react, node.js",2010
"Ariana, Ariana, Tunisia",Générale Tunisienne de l'Informatique | GTI · Full-time,full stack developer,"javascript, python, java, mysql, restful apis",2011
"Ariana, Ariana, Tunisia",Arab Tunisian Bank ATB · Internship,software engineer internship,"java, python, c++, agile methodology, software design patterns",2012
"Paris, Île-de-France, France",Quanteam · Permanent,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2013
"Paris, Île-de-France, France",La Banque Postale Asset Management · Permanent,consultant,"client management, project management, needs analysis, strategic planning, technical writing",2014
"Paris, Île-de-France, France",SunGard Financial Systems - now part of FIS,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2015
"Paris, Île-de-France, France",endios GmbH · Internship,ios app developer,"ios, android, swift, kotlin, mobile app design",2016
"Paris, Île-de-France, France",BIAT · Internship,commercial banking officer,"tableau, power bi, data warehousing, etl, business intelligence",2017
Tunisia,Sofrecom,qualification engineer,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2018
Tunisia,FIS,quality consultant specialist,"test automation, test planning, performance testing, agile testing, test case design",2019
Tunisia,SAGEMCOM,validation engineer,"java, python, c++, agile methodology, software design patterns	",2020
Tunisia,SOGEROM,project manager,"project management, agile methodologies, team leadership, budgeting, risk management",2021
Tunisia,FTDES (Forum Tunisien des Droits Economiques et Sociaux),project manager,"project management, agile methodologies, team leadership, budgeting, risk management",2022
Tunisia,F.I.S Consulting,project engineer,"java, python, c++, agile methodology, software design patterns	",2023
Tunisia,Triplayer,responsable commercial,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",2024
Tunisia,Metallic Manufacture International Corporation (MMIC),project engineer,"java, python, c++, agile methodology, software design patterns	",2025
"Ariana, Tunisia",Tunisie Télécom · Internship,simulation of an ip network backbone and study the qos of network performance,"cisco networking, lan/wan, firewalls, routing protocols, security",2026
"Nabeul, Tunisia",Talan,consultant salesforce talend,"search engine optimization seo, social media management, email marketing, content creation, analytics and reporting",2027
"Nabeul, Tunisia",VEGANET,developer java java ee,".net, c#, agile methodology, software design patterns, apis",2028
"Nabeul, Tunisia",VEGANET,project graduation,"java, python, c++, agile methodology, software design patterns	",2029
Greater Paris Metropolitan Region,AXELOS Global Best Practice,itil foundation certificate in it service management,"troubleshooting, customer service, hardware maintenance, software installation, remote support",2030
"Paris, Île-de-France, France",FIS · Full-time,systems administrator senior,"linux, windows server, virtualization, network administration, backup and recovery",2031
"Paris, Île-de-France, France",Agilonaute · Full-time,system administrator,"linux, windows server, virtualization, network administration, backup and recovery, linux, windows server, virtualization, network administration, backup and recovery",2032
"Paris, Île-de-France, France",MEDIANET,networks and systems administrator,"linux, windows server, virtualization, network administration, backup and recovery",2033
"Paris, Île-de-France, France",YAICHE-Group · Full-time,technical sales engineer,"java, python, c++, agile methodology, software design patterns	",2034
"Ottignies, Walloon Region, Belgium",Red Alert Labs · Internship,cyber security engineer,"cloud security architecture, security compliance, identity and access management iam, encryption, threat modeling",2035
"Ottignies, Walloon Region, Belgium",Ooredoo Tunisie · Internship,security engineer,"cloud security architecture, security compliance, identity and access management iam, encryption, threat modeling",2036
"Ben Arous, Tunisia",CGI · Full-time,quality insurance analyst,"test automation, test planning, performance testing, agile testing, test case design",2037
"Ben Arous, Tunisia",OPTEL · Full-time,quality insurance analyst,"test automation, test planning, performance testing, agile testing, test case design",2038
"Ben Arous, Tunisia",VERMEG for Banking & Insurance Software · Full-time,quality insurance analyst,"test automation, test planning, performance testing, agile testing, test case design",2039
"Ben Arous, Tunisia",Kapit Tunisie,software quality engineer,"test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design",2040
"Île-de-France, France",Crédit Agricole CIB,full stack developer,"javascript, python, java, mysql, restful apis",2041
"Île-de-France, France",Business Intelligence Software Solutions,development engineer,"java, python, c++, agile methodology, software design patterns\t",2042
"Puteaux, Île-de-France, France",Business & Decision Group,consultant java jee,".net, c#, agile methodology, software design patterns, apis",2043
"Puteaux, Île-de-France, France",SunGard Capital Markets,research development engineer,"java, python, c++, agile methodology, software design patterns	",2044
"Puteaux, Île-de-France, France",PeopleCert,prince2 foundation certificate in project management,"hardware troubleshooting, software troubleshooting, customer service, remote support, networking",2045
Tunisia,UniQ Soft Technology · Full-time,software engineer java j2ee python,".net, c#, agile methodology, software design patterns, apis",2046
Tunisia,RSMIND Consulting · Self-employed,independent software data engineer,"python, sql, big data technologies e.g. hadoop, spark, data warehousing, etl extract, transform, load, spark, kafka, big data, data pipelines",2047
Tunisia,Self-employed,software engineer,"java, python, c++, agile methodology, software design patterns, test planning, test automation, regression testing, load testing, bug tracking, test automation, test planning, performance testing, agile testing, test case design, java, python, c++, agile methodology, software design patterns\t",2048
Tunisia,EDF · Internship,engineer internship,"java, python, c++, agile methodology, software design patterns	",2049
Tunisia,"MedSirat Consulting, Training & Coaching",vice president of communication department,"cisco networking, lan/wan, firewalls, routing protocols, security",2050
"El Menzah, Tunisia",Cloud Temple · Self-employed,production engineer,"java, python, c++, agile methodology, software design patterns	",2051
"El Menzah, Tunisia",SunGard - now part of FIS,system administrator,"linux, windows server, virtualization, network administration, backup and recovery, linux, windows server, virtualization, network administration, backup and recovery",2052
"El Menzah, Tunisia",Indigo company,system network administrator,"linux, windows server, virtualization, network administration, backup and recovery",2053
"El Menzah, Tunisia",Qods Security,it network technician,"help desk, troubleshooting, remote desktop, active directory, hardware maintenance",2054
"El Menzah, Tunisia",Radio tunisienne,development trainee,"java, python, c++, agile methodology, software design patterns	",2055
